Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Relative Humidity daily mean [2 m above gnd];Mean Sea Level Pressure daily mean [MSL];Total Precipitation daily sum [sfc];Snowfall amount raw daily sum [sfc];Total Cloud Cover daily mean [sfc];High Cloud Cover daily mean [high cld lay];Medium Cloud Cover daily mean [mid cld lay];Low Cloud Cover daily mean [low cld lay];Sunshine Duration daily sum [sfc];Shortwave Radiation daily sum [sfc];Wind Speed daily mean [10 m above gnd];Wind Direction daily mean [10 m above gnd];Wind Gust daily mean [sfc];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Relative Humidity daily max [2 m above gnd];Relative Humidity daily min [2 m above gnd];Mean Sea Level Pressure daily max [MSL];Mean Sea Level Pressure daily min [MSL];Total Cloud Cover daily max [sfc];Total Cloud Cover daily min [sfc];High Cloud Cover daily max [high cld lay];High Cloud Cover daily min [high cld lay];Medium Cloud Cover daily max [mid cld lay];Medium Cloud Cover daily min [mid cld lay];Low Cloud Cover daily max [low cld lay];Low Cloud Cover daily min [low cld lay];Wind Speed daily max [10 m above gnd];Wind Speed daily min [10 m above gnd];Wind Gust daily max [sfc];Wind Gust daily min [sfc]
2015;03;21;00;00;9.72;73.58;1017.47;2.40;0.00;83.85;26.42;79.17;81.08;0.00;2121.76;2.66;203.07;3.64;13.15;7.00;87.00;58.00;1020.00;1015.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;5.63;0.78;7.40;0.60
2015;03;22;00;00;8.00;70.71;1016.73;0.00;0.00;39.08;0.00;36.12;39.08;681.44;5160.22;4.54;114.32;6.16;12.14;3.82;89.00;52.00;1018.40;1015.00;100.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;8.41;1.75;9.30;3.20
2015;03;23;00;00;8.88;71.04;1015.64;0.00;0.00;11.43;1.42;0.00;11.04;797.67;5275.03;1.21;178.89;2.29;13.57;4.57;87.00;53.00;1018.70;1011.60;100.00;0.00;34.00;0.00;0.00;0.00;100.00;0.00;2.19;0.28;5.60;0.60
2015;03;24;00;00;10.75;68.38;1008.32;0.20;0.00;42.47;12.21;41.92;18.29;407.09;4783.75;0.98;135.41;1.57;15.66;5.60;87.00;51.00;1011.70;1004.00;100.00;0.00;88.00;0.00;100.00;0.00;100.00;0.00;1.70;0.10;3.70;0.20
2015;03;25;00;00;9.56;77.96;1004.05;1.30;0.00;98.58;54.71;98.58;91.79;0.00;1846.75;3.04;226.54;3.49;11.44;7.91;86.00;67.00;1006.00;1002.40;100.00;66.00;100.00;0.00;100.00;66.00;100.00;0.00;5.85;0.61;6.40;0.60
2015;03;26;00;00;8.18;70.54;1010.43;0.10;0.00;91.04;21.50;43.96;78.96;125.74;4238.18;3.97;287.55;5.06;11.37;5.06;88.00;54.00;1013.40;1006.30;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;5.13;2.47;7.50;2.50
2015;03;27;00;00;7.52;68.12;1019.55;1.00;0.00;25.25;0.00;2.33;23.58;720.73;4768.62;5.66;273.01;7.51;10.94;3.99;90.00;50.00;1024.40;1012.80;100.00;0.00;0.00;0.00;50.00;0.00;100.00;0.00;7.74;3.42;9.20;5.30
2015;03;28;00;00;8.44;66.96;1022.11;1.90;0.00;47.51;18.08;24.12;40.46;355.51;4296.03;2.55;234.81;4.40;14.29;3.24;83.00;48.00;1025.40;1017.50;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;6.24;0.50;8.60;0.80
2015;03;29;00;00;10.83;73.17;1013.34;0.10;0.00;89.08;66.29;80.29;77.04;0.00;2427.03;8.52;252.55;12.18;13.65;8.84;83.00;62.00;1018.00;1007.90;100.00;5.00;100.00;0.00;100.00;0.00;100.00;0.00;11.61;5.22;16.30;7.70
2015;03;30;00;00;9.42;73.08;1011.56;5.20;0.00;96.62;45.08;67.12;85.12;43.64;1876.12;8.71;275.08;13.07;11.06;8.24;87.00;58.00;1017.70;1007.10;100.00;38.00;100.00;0.00;100.00;0.00;100.00;1.00;11.94;5.46;16.80;8.50
2015;03;31;00;00;10.08;70.88;1012.90;3.30;0.00;69.46;28.58;52.58;59.50;233.94;2414.57;10.41;259.06;15.53;11.92;7.21;77.00;68.00;1016.70;1009.20;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;13.53;5.03;19.80;9.30
2015;04;01;00;00;5.70;67.25;1023.14;4.20;0.00;57.08;0.00;5.42;55.96;356.09;4142.06;9.21;276.56;12.30;7.50;3.73;81.00;56.00;1026.60;1017.60;100.00;4.00;0.00;0.00;73.00;0.00;100.00;4.00;11.05;5.00;15.00;8.60
2015;04;02;00;00;6.51;72.96;1020.54;6.80;0.00;97.67;67.00;95.42;76.83;0.00;1579.75;8.09;268.92;11.88;9.29;4.90;87.00;63.00;1025.90;1015.70;100.00;65.00;100.00;0.00;100.00;39.00;100.00;0.00;12.63;1.90;18.20;3.30
2015;04;03;00;00;7.12;68.46;1021.06;1.60;0.00;57.92;35.75;57.92;36.25;330.31;5407.64;1.56;165.97;1.98;12.87;1.48;86.00;45.00;1025.20;1016.30;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;3.36;0.30;4.20;0.70
2015;04;04;00;00;6.46;91.17;1013.50;12.20;0.00;100.00;61.88;94.25;100.00;0.00;1461.38;2.99;183.86;3.99;9.08;4.36;95.00;84.00;1016.20;1010.60;100.00;100.00;100.00;0.00;100.00;15.00;100.00;100.00;5.41;0.71;7.00;1.50
2015;04;05;00;00;5.75;66.00;1019.49;0.00;0.00;47.04;0.00;7.29;47.04;523.21;4353.88;4.46;112.15;6.61;9.88;2.12;95.00;38.00;1024.60;1016.50;100.00;0.00;0.00;0.00;81.00;0.00;100.00;0.00;7.82;1.61;9.50;3.80
2015;04;06;00;00;4.98;60.12;1027.42;0.00;0.00;2.08;0.00;0.00;2.08;697.49;5730.71;2.79;126.29;4.70;9.87;0.70;76.00;43.00;1033.30;1025.00;10.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;6.77;0.54;8.10;0.30
2015;04;07;00;00;5.88;58.96;1035.94;0.00;0.00;0.00;0.00;0.00;0.00;732.79;6292.30;2.60;124.04;5.47;12.08;-0.38;81.00;37.00;1038.10;1033.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.50;8.30;0.80
2015;04;08;00;00;9.11;53.29;1033.84;0.00;0.00;0.08;0.00;0.08;0.00;736.18;6267.38;1.74;156.99;3.16;15.37;2.96;72.00;45.00;1036.60;1030.50;2.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;2.50;0.94;5.80;1.90
2015;04;09;00;00;11.79;58.50;1028.62;0.00;0.00;0.46;1.54;0.00;0.00;732.66;6270.05;2.02;167.91;4.74;19.27;3.90;82.00;39.00;1031.40;1025.40;6.00;0.00;20.00;0.00;0.00;0.00;0.00;0.00;3.86;0.94;8.90;1.00
2015;04;10;00;00;14.57;55.33;1024.34;0.00;0.00;32.37;41.17;28.46;16.83;513.15;6175.71;2.17;184.55;2.32;20.12;9.21;75.00;30.00;1026.70;1020.90;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;4.59;0.73;4.30;0.50
2015;04;11;00;00;13.60;58.50;1024.84;0.80;0.00;66.76;6.00;54.29;59.33;181.96;3978.30;3.19;205.48;5.21;16.66;11.20;77.00;44.00;1027.80;1023.00;100.00;0.00;25.00;0.00;100.00;0.00;100.00;0.00;5.92;0.20;7.70;1.80
2015;04;12;00;00;14.09;69.12;1029.40;0.00;0.00;42.71;27.50;20.50;36.62;412.65;5501.98;1.58;253.97;3.24;18.91;9.41;82.00;52.00;1031.30;1027.70;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;2.64;0.41;6.60;0.60
2015;04;13;00;00;14.69;63.75;1030.65;0.00;0.00;18.13;8.75;0.62;15.88;550.14;6030.64;2.15;268.75;4.46;19.89;8.14;79.00;45.00;1032.70;1029.50;100.00;0.00;44.00;0.00;13.00;0.00;100.00;0.00;3.83;0.14;6.90;2.20
2015;04;14;00;00;14.82;61.54;1029.78;0.00;0.00;24.54;29.96;22.08;0.00;487.26;6474.75;1.02;209.92;1.45;20.55;9.17;83.00;36.00;1032.30;1025.70;100.00;1.20;100.00;4.00;100.00;0.00;0.00;0.00;2.55;0.22;5.20;0.20
2015;04;15;00;00;16.37;45.62;1020.84;0.00;0.00;7.21;9.17;5.71;0.00;663.81;6633.17;1.87;148.69;3.40;24.12;8.76;70.00;29.00;1025.80;1016.00;100.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;3.18;0.54;6.00;0.50
2015;04;16;00;00;16.12;61.50;1015.49;0.40;0.00;69.98;38.62;65.71;34.12;69.57;4435.76;2.19;158.22;4.10;21.21;11.00;87.00;40.00;1017.60;1013.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;4.81;0.85;7.60;1.80
2015;04;17;00;00;13.80;78.92;1012.88;15.30;0.00;95.83;32.33;80.67;85.58;0.00;2268.61;2.82;206.11;4.76;16.72;10.60;95.00;64.00;1015.90;1011.10;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;5.60;0.57;7.00;2.10
2015;04;18;00;00;10.34;68.42;1019.28;6.70;0.00;53.96;16.88;42.62;53.96;443.28;5476.17;4.26;157.88;5.37;13.96;6.09;96.00;38.00;1021.10;1016.10;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;6.93;1.30;8.20;2.60
2015;04;19;00;00;9.83;53.96;1018.43;0.00;0.00;2.62;0.00;0.00;2.62;759.92;6950.01;3.03;93.76;5.12;17.44;1.97;73.00;34.00;1021.00;1015.70;20.00;0.00;0.00;0.00;0.00;0.00;20.00;0.00;5.70;0.30;7.30;3.10
2015;04;20;00;00;11.07;61.83;1023.80;0.00;0.00;14.63;5.67;14.29;0.71;559.58;6623.38;2.07;163.45;4.32;18.56;4.80;79.00;45.00;1026.00;1021.40;100.00;0.00;88.00;0.00;100.00;0.00;10.00;0.00;3.73;0.10;7.10;1.30
2015;04;21;00;00;13.13;62.58;1027.40;0.00;0.00;0.41;1.38;0.00;0.00;833.77;6869.02;1.28;144.16;4.59;21.56;5.85;75.00;34.00;1029.30;1025.70;4.20;0.00;14.00;0.00;0.00;0.00;0.00;0.00;2.95;0.36;6.90;1.50
2015;04;22;00;00;13.11;63.83;1024.72;0.00;0.00;1.88;6.25;0.04;0.00;834.74;6980.27;2.78;268.79;4.36;20.35;7.07;83.00;40.00;1028.60;1020.60;8.70;0.00;29.00;0.00;1.00;0.00;0.00;0.00;5.15;0.40;7.70;0.60
2015;04;23;00;00;11.63;61.58;1018.65;0.00;0.00;0.00;0.00;0.00;0.00;905.69;7047.02;2.67;192.92;3.74;17.63;4.57;89.00;36.00;1023.10;1015.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.88;0.32;6.30;1.70
2015;04;24;00;00;13.75;56.62;1014.82;0.00;0.00;1.36;4.54;0.00;0.00;888.78;7063.93;2.71;191.60;3.20;20.55;5.35;80.00;37.00;1017.70;1011.70;28.50;0.00;95.00;0.00;0.00;0.00;0.00;0.00;4.19;0.14;7.70;0.30
2015;04;25;00;00;14.32;71.71;1011.08;8.00;0.00;94.62;66.33;86.75;79.12;0.00;2766.12;2.53;175.71;5.62;19.05;9.92;87.00;49.00;1012.10;1009.90;100.00;23.00;100.00;0.00;100.00;5.00;100.00;0.00;5.15;0.71;8.60;2.40
2015;04;26;00;00;14.65;75.62;1008.73;4.60;0.00;95.17;67.46;83.33;84.79;0.00;3046.47;1.94;186.36;4.20;18.33;11.23;88.00;61.00;1012.00;1004.20;100.00;24.00;100.00;0.00;100.00;0.00;100.00;0.00;3.62;0.14;6.30;2.00
2015;04;27;00;00;14.25;82.58;1000.88;9.40;0.00;96.62;57.88;96.62;77.71;0.00;2982.39;2.36;269.22;3.16;17.37;11.45;96.00;72.00;1003.10;999.30;100.00;58.00;100.00;0.00;100.00;58.00;100.00;0.00;4.36;0.42;5.30;1.00
2015;04;28;00;00;10.48;70.88;1014.02;10.20;0.00;59.29;28.71;52.42;55.79;441.83;3880.40;4.64;309.67;5.52;13.64;8.18;95.00;41.00;1021.00;1002.90;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;7.31;0.82;8.70;3.00
2015;04;29;00;00;11.16;60.46;1017.68;0.00;0.00;88.62;73.67;88.62;0.83;0.00;6560.19;2.24;152.43;4.25;17.27;4.21;82.00;39.00;1021.40;1014.40;100.00;0.00;100.00;0.00;100.00;0.00;10.00;0.00;3.91;1.00;7.50;1.30
2015;04;30;00;00;12.56;60.54;1016.38;0.70;0.00;94.04;52.21;92.79;53.08;43.40;4947.51;3.11;258.88;6.21;15.43;8.74;72.00;49.00;1018.40;1013.80;100.00;43.00;100.00;0.00;100.00;43.00;100.00;0.00;4.64;1.44;8.10;4.10
2015;05;01;00;00;11.52;88.62;1007.18;39.30;0.00;100.00;99.33;100.00;98.33;0.00;938.95;3.45;206.71;6.77;15.44;7.52;96.00;80.00;1014.20;1002.80;100.00;100.00;100.00;84.00;100.00;100.00;100.00;60.00;7.66;0.61;11.20;1.60
2015;05;02;00;00;12.69;84.62;1011.05;5.00;0.00;94.67;42.62;45.21;81.79;74.04;3705.07;1.77;249.36;4.60;17.17;8.94;96.00;66.00;1013.00;1005.30;100.00;23.00;100.00;0.00;100.00;0.00;100.00;10.00;5.36;0.10;9.90;1.20
2015;05;03;00;00;16.90;78.42;1008.47;11.20;0.00;100.00;75.67;100.00;88.46;0.00;2919.20;3.48;209.00;8.16;22.28;12.05;96.00;53.00;1011.50;1006.50;100.00;100.00;100.00;21.00;100.00;100.00;100.00;2.00;5.97;1.66;11.90;4.50
2015;05;04;00;00;18.30;78.04;1009.88;1.80;0.00;87.25;56.88;77.50;61.88;77.16;3520.84;2.91;158.95;5.42;22.48;14.71;94.00;52.00;1012.00;1006.10;100.00;4.00;100.00;0.00;100.00;4.00;100.00;0.00;4.83;0.85;10.20;2.00
2015;05;05;00;00;19.37;61.21;1006.87;0.10;0.00;82.17;38.71;80.83;27.08;218.94;5375.60;5.12;220.77;9.44;24.11;14.73;89.00;42.00;1012.90;1002.90;100.00;1.00;100.00;0.00;100.00;0.00;100.00;0.00;8.53;1.84;15.90;5.30
2015;05;06;00;00;14.93;61.21;1016.59;0.00;0.00;45.42;0.00;25.71;45.42;651.60;5938.08;3.27;257.09;6.61;18.26;11.70;86.00;44.00;1019.90;1013.30;100.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;5.16;1.22;9.40;3.30
2015;05;07;00;00;13.24;62.88;1020.70;0.00;0.00;84.46;25.71;28.92;60.17;32.55;4833.59;2.06;263.76;4.47;17.14;9.52;76.00;51.00;1023.60;1017.70;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;4.46;0.72;8.10;1.10
2015;05;08;00;00;16.71;63.21;1015.43;3.60;0.00;53.29;39.25;47.46;29.46;388.60;6470.30;2.33;167.03;3.42;23.55;10.01;79.00;41.00;1018.20;1012.40;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;5.05;0.36;8.60;1.00
2015;05;09;00;00;16.12;72.62;1021.15;1.40;0.00;49.05;22.33;21.00;32.50;489.06;6498.78;4.29;261.04;6.74;19.43;13.22;90.00;56.00;1025.20;1017.40;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;6.83;2.52;8.40;4.90
2015;05;10;00;00;16.07;63.21;1026.45;0.00;0.00;13.52;11.33;0.04;11.33;786.88;7309.57;1.59;181.24;2.95;21.86;9.43;83.00;42.00;1027.90;1024.60;100.00;0.00;30.00;0.00;1.00;0.00;100.00;0.00;2.84;0.36;7.30;0.70
2015;05;11;00;00;19.41;57.54;1022.93;0.00;0.00;62.20;59.46;61.33;0.00;94.62;6895.72;1.98;110.74;3.15;26.16;11.35;77.00;39.00;1025.40;1020.80;100.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;3.66;0.20;6.00;0.30
2015;05;12;00;00;22.24;57.67;1019.42;0.00;0.00;29.96;71.96;18.04;0.42;592.10;7282.87;2.39;176.85;3.64;28.79;15.39;76.00;34.00;1021.40;1017.20;100.00;0.90;100.00;3.00;100.00;0.00;10.00;0.00;5.66;0.28;8.40;0.80
2015;05;13;00;00;19.48;68.79;1017.45;1.60;0.00;52.31;42.21;29.00;35.54;357.80;6764.89;1.98;261.38;6.51;25.19;13.88;86.00;60.00;1022.80;1010.30;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;5.57;0.20;11.10;2.20
2015;05;14;00;00;18.29;65.62;1011.44;1.10;0.00;89.71;39.25;57.58;55.83;25.53;5845.52;5.21;276.30;7.62;21.09;15.17;87.00;53.00;1013.30;1008.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;6.82;3.27;10.00;5.10
2015;05;15;00;00;10.22;88.67;1013.00;18.90;0.00;97.50;14.21;71.08;97.50;0.00;1309.19;4.24;280.88;6.44;12.18;7.99;96.00;80.00;1016.60;1011.30;100.00;40.00;100.00;0.00;100.00;0.00;100.00;40.00;8.77;1.12;12.10;4.10
2015;05;16;00;00;14.34;73.54;1021.92;0.00;0.00;49.37;7.21;7.46;42.46;593.41;7438.62;3.32;296.75;4.28;20.84;8.35;96.00;47.00;1025.40;1017.10;100.00;0.00;91.00;0.00;85.00;0.00;100.00;0.00;6.07;1.86;6.80;2.30
2015;05;17;00;00;15.32;74.54;1024.12;0.60;0.00;47.25;15.04;3.04;45.00;578.08;6651.86;2.50;319.63;2.98;19.58;11.79;95.00;51.00;1026.90;1020.30;100.00;0.00;92.00;0.00;40.00;0.00;100.00;0.00;3.81;1.32;4.10;1.60
2015;05;18;00;00;16.15;70.79;1014.13;0.00;0.00;20.98;3.88;4.62;18.25;601.64;7024.77;1.76;259.31;4.29;22.46;10.48;89.00;54.00;1021.10;1007.80;100.00;0.00;39.00;0.00;32.00;0.00;100.00;0.00;3.91;0.20;8.00;0.90
2015;05;19;00;00;13.74;66.58;1010.55;0.00;0.00;73.71;36.12;50.50;62.46;177.57;5275.92;4.49;266.91;7.57;16.21;10.99;80.00;50.00;1012.80;1008.40;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;7.18;1.63;9.60;5.60
2015;05;20;00;00;10.22;67.29;1015.80;3.90;0.00;99.88;20.29;55.25;85.46;0.00;3934.69;4.28;292.99;5.52;11.47;8.45;87.00;58.00;1019.60;1013.00;100.00;97.00;100.00;0.00;100.00;0.00;100.00;10.00;5.97;2.20;8.10;3.70
2015;05;21;00;00;11.08;63.00;1022.65;0.00;0.00;45.00;0.00;41.67;29.08;609.72;7557.88;4.82;225.52;6.47;15.75;6.91;76.00;46.00;1026.60;1020.10;100.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;7.37;1.80;7.50;4.30
2015;05;22;00;00;12.67;62.83;1024.20;0.00;0.00;68.17;18.25;15.92;58.58;213.29;6839.65;2.47;159.22;5.38;18.75;7.15;83.00;38.00;1027.40;1019.90;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;4.90;0.98;7.50;2.30
2015;05;23;00;00;13.61;69.83;1018.66;0.00;0.00;98.75;33.96;22.46;98.75;0.00;2916.53;1.58;201.76;4.05;17.34;9.03;84.00;51.00;1021.40;1017.10;100.00;70.00;100.00;0.00;100.00;0.00;100.00;70.00;4.69;0.00;6.90;0.90
2015;05;24;00;00;15.31;72.62;1017.39;0.00;0.00;45.38;0.00;0.00;45.38;690.00;5979.02;1.96;310.80;3.43;19.32;10.59;89.00;58.00;1018.30;1016.30;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;4.51;0.10;5.00;1.20
2015;05;25;00;00;14.96;79.08;1015.85;7.40;0.00;99.08;5.04;40.83;98.38;10.21;2704.71;1.52;289.11;2.44;17.26;12.72;96.00;65.00;1017.70;1013.60;100.00;78.00;37.00;0.00;100.00;0.00;100.00;61.00;3.02;0.50;5.70;0.40
2015;05;26;00;00;12.21;79.46;1017.78;0.20;0.00;74.79;0.00;7.38;72.58;232.34;4596.85;4.26;337.31;5.16;14.57;9.47;95.00;64.00;1022.70;1014.90;100.00;10.00;0.00;0.00;100.00;0.00;100.00;2.00;6.04;2.02;7.00;3.40
2015;05;27;00;00;11.91;67.21;1022.65;0.00;0.00;15.42;0.00;0.00;15.42;672.70;7463.54;1.64;252.14;2.51;16.94;6.52;88.00;47.00;1024.50;1020.30;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;3.51;0.00;4.60;0.00
2015;05;28;00;00;15.60;57.96;1017.71;0.00;0.00;14.00;18.33;8.54;4.83;816.16;8164.86;2.41;227.72;3.50;22.33;8.42;77.00;36.00;1021.20;1014.70;100.00;0.00;100.00;0.00;45.00;0.00;100.00;0.00;5.18;0.50;6.30;0.60
2015;05;29;00;00;17.13;61.46;1013.02;0.20;0.00;32.70;8.38;27.54;7.46;490.05;5760.97;3.21;220.98;6.09;21.84;12.60;73.00;45.00;1015.80;1011.00;100.00;0.00;67.00;0.00;100.00;0.00;100.00;0.00;7.30;0.81;11.80;0.80
2015;05;30;00;00;15.53;67.08;1015.81;0.70;0.00;62.75;43.50;49.21;40.00;147.83;6644.74;3.94;263.42;6.61;18.28;11.51;77.00;56.00;1018.50;1013.30;100.00;4.80;100.00;0.00;100.00;0.00;100.00;0.00;6.50;1.14;8.30;2.60
2015;05;31;00;00;17.13;67.38;1016.51;0.00;0.00;60.28;69.92;48.21;14.21;299.81;6676.78;1.42;201.35;3.40;22.27;10.22;92.00;48.00;1018.70;1014.50;100.00;5.70;100.00;0.00;100.00;0.00;100.00;0.00;3.20;0.20;6.60;0.80
2015;06;01;00;00;17.74;73.38;1017.00;2.90;0.00;81.60;19.54;43.88;60.96;159.60;3264.52;2.53;238.24;4.95;19.79;15.14;88.00;62.00;1017.80;1015.90;100.00;5.40;100.00;0.00;100.00;0.00;100.00;0.00;4.40;0.32;7.30;1.50
2015;06;02;00;00;19.51;69.79;1017.74;0.20;0.00;31.55;19.88;23.38;9.12;749.65;7608.61;2.76;215.58;6.14;25.46;13.58;95.00;44.00;1019.30;1016.60;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;4.70;0.10;8.80;3.40
2015;06;03;00;00;21.27;61.96;1021.97;0.00;0.00;16.50;27.21;0.00;8.33;795.44;8035.81;2.54;247.17;4.33;25.25;15.19;78.00;44.00;1023.80;1019.40;100.00;0.00;100.00;0.00;0.00;0.00;100.00;0.00;4.96;0.58;6.40;2.40
2015;06;04;00;00;21.18;74.58;1023.28;0.00;0.00;24.69;8.12;1.08;23.08;712.87;8022.46;1.76;324.43;2.37;27.80;14.54;93.00;55.00;1025.50;1020.20;100.00;0.00;100.00;0.00;20.00;0.00;100.00;0.00;2.92;0.92;3.80;1.40
2015;06;05;00;00;25.14;66.33;1019.65;0.40;0.00;7.08;2.71;5.96;1.67;847.41;7901.42;1.24;213.08;2.29;31.21;18.19;96.00;43.00;1021.20;1017.90;100.00;0.00;29.00;0.00;100.00;0.00;10.00;0.00;3.23;0.22;4.30;0.80
2015;06;06;00;00;25.25;61.17;1021.63;0.10;0.00;16.50;8.71;10.83;5.67;674.17;7814.20;2.89;220.96;3.28;29.51;20.85;81.00;42.00;1024.60;1019.40;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;5.58;0.82;6.80;0.70
2015;06;07;00;00;20.68;75.12;1024.53;1.70;0.00;40.66;26.50;25.42;25.38;362.38;5765.42;2.21;223.77;2.87;25.21;15.44;93.00;61.00;1025.70;1022.90;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;4.48;0.42;4.70;1.30
2015;06;08;00;00;16.86;83.04;1021.98;1.10;0.00;66.70;39.00;24.08;66.62;266.81;4771.29;3.87;310.22;3.84;21.10;14.02;93.00;69.00;1023.70;1020.30;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;6.56;0.45;6.50;1.00
2015;06;09;00;00;15.79;77.75;1020.10;0.00;0.00;73.99;4.67;1.25;72.67;241.41;3576.02;3.41;233.35;4.05;20.56;12.38;95.00;56.00;1021.30;1018.90;100.00;0.00;93.00;0.00;30.00;0.00;100.00;0.00;5.82;1.91;5.90;2.50
2015;06;10;00;00;18.48;70.54;1019.47;0.20;0.00;46.54;25.83;20.17;29.50;386.08;7076.39;1.60;153.66;2.44;24.84;11.67;87.00;53.00;1021.00;1017.70;100.00;4.00;51.00;2.00;100.00;0.00;100.00;0.00;2.69;0.58;4.00;0.90
2015;06;11;00;00;22.00;66.42;1016.34;0.00;0.00;4.08;9.29;0.04;1.29;859.66;7853.36;1.83;111.15;2.54;27.20;16.37;88.00;48.00;1019.20;1012.30;10.00;0.00;31.00;0.00;1.00;0.00;10.00;0.00;3.30;0.40;4.90;0.80
2015;06;12;00;00;21.28;69.25;1011.20;1.70;0.00;26.43;22.33;25.00;12.75;729.27;7044.35;3.39;147.05;3.91;28.37;15.54;85.00;45.00;1013.20;1009.30;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;9.01;1.20;8.50;2.00
2015;06;13;00;00;20.51;71.71;1011.86;19.30;0.00;43.34;19.08;31.50;33.38;779.87;7467.99;1.43;147.65;3.23;24.64;16.33;90.00;54.00;1012.80;1010.40;100.00;0.00;64.00;0.00;100.00;0.00;100.00;0.00;2.66;0.40;6.00;1.80
2015;06;14;00;00;20.34;74.92;1009.92;2.90;0.00;81.60;69.25;80.88;63.46;145.53;3877.73;1.38;239.39;1.78;23.83;17.36;92.00;57.00;1011.30;1008.30;100.00;9.00;100.00;21.00;100.00;0.00;100.00;0.00;3.28;0.10;3.50;0.80
2015;06;15;00;00;17.21;89.04;1014.33;14.10;0.00;97.83;80.17;94.83;92.46;1.91;2889.83;1.39;191.93;1.75;19.15;15.52;97.00;78.00;1017.00;1011.90;100.00;60.00;100.00;25.00;100.00;60.00;100.00;30.00;3.61;0.10;3.50;0.30
2015;06;16;00;00;16.35;85.00;1018.12;10.00;0.00;91.83;33.92;65.71;76.54;91.90;2967.26;2.89;152.08;3.95;20.01;13.21;97.00;69.00;1019.80;1017.30;100.00;18.00;100.00;0.00;100.00;0.00;100.00;0.00;5.20;0.78;6.70;1.50
2015;06;17;00;00;15.95;70.21;1022.10;0.00;0.00;33.61;2.21;2.08;31.46;772.46;7790.17;2.76;223.04;3.37;21.35;9.28;92.00;53.00;1023.70;1020.40;100.00;0.00;14.00;0.00;50.00;0.00;100.00;0.00;5.02;0.80;4.60;1.30
2015;06;18;00;00;16.97;73.92;1019.62;0.40;0.00;64.79;25.79;34.62;55.12;179.43;4055.73;4.07;254.20;5.53;20.39;12.13;90.00;62.00;1022.50;1017.30;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;6.94;0.64;8.70;2.20
2015;06;19;00;00;15.94;68.25;1018.66;0.00;0.00;73.20;36.62;44.58;61.79;365.78;7152.93;3.88;320.00;5.24;19.62;11.53;93.00;50.00;1020.80;1017.50;100.00;10.00;100.00;0.00;100.00;0.00;100.00;0.00;5.30;2.80;8.10;3.30
2015;06;20;00;00;14.59;72.29;1019.80;4.80;0.00;73.00;4.25;28.75;65.96;320.98;3581.36;2.91;301.68;4.50;16.11;12.64;87.00;63.00;1021.50;1018.40;100.00;10.00;34.00;0.00;100.00;0.00;100.00;2.00;6.68;1.00;8.10;1.90
2015;06;21;00;00;15.25;75.29;1019.40;4.90;0.00;77.50;32.21;55.67;58.92;145.80;4095.78;2.85;218.81;4.12;20.77;9.84;89.00;60.00;1022.00;1016.90;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;5.02;0.30;6.70;1.10
