Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Relative Humidity daily mean [2 m above gnd];Mean Sea Level Pressure daily mean [MSL];Total Precipitation daily sum [sfc];Snowfall amount raw daily sum [sfc];Total Cloud Cover daily mean [sfc];High Cloud Cover daily mean [high cld lay];Medium Cloud Cover daily mean [mid cld lay];Low Cloud Cover daily mean [low cld lay];Sunshine Duration daily sum [sfc];Shortwave Radiation daily sum [sfc];Wind Speed daily mean [10 m above gnd];Wind Direction daily mean [10 m above gnd];Wind Gust daily mean [sfc];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Relative Humidity daily max [2 m above gnd];Relative Humidity daily min [2 m above gnd];Mean Sea Level Pressure daily max [MSL];Mean Sea Level Pressure daily min [MSL];Total Cloud Cover daily max [sfc];Total Cloud Cover daily min [sfc];High Cloud Cover daily max [high cld lay];High Cloud Cover daily min [high cld lay];Medium Cloud Cover daily max [mid cld lay];Medium Cloud Cover daily min [mid cld lay];Low Cloud Cover daily max [low cld lay];Low Cloud Cover daily min [low cld lay];Wind Speed daily max [10 m above gnd];Wind Speed daily min [10 m above gnd];Wind Gust daily max [sfc];Wind Gust daily min [sfc]
2013;03;11;00;00;8.36;71.29;999.12;1.20;0.00;80.48;26.92;64.21;76.42;24.74;3259.18;1.77;238.92;2.51;12.23;4.28;91.00;54.00;1001.30;997.30;100.00;4.50;97.00;11.00;100.00;3.00;100.00;0.00;3.41;0.00;8.40;0.50
2013;03;12;00;00;7.11;71.71;996.51;3.70;0.00;80.65;25.75;56.62;67.92;128.08;1739.95;2.53;199.93;4.02;11.57;3.25;85.00;54.00;998.60;995.00;100.00;0.60;88.00;0.00;100.00;0.00;100.00;0.00;6.52;0.61;9.30;0.40
2013;03;13;00;00;2.03;64.71;1001.79;0.60;0.00;83.83;3.62;29.38;82.33;220.21;3786.06;6.37;241.56;7.40;5.19;-0.89;88.00;45.00;1006.90;998.40;100.00;9.00;22.00;0.00;100.00;0.00;100.00;0.00;8.61;3.52;11.50;5.30
2013;03;14;00;00;-0.59;63.75;1009.39;0.00;0.00;38.33;0.00;0.00;38.33;594.62;3930.24;4.50;211.02;5.20;3.34;-4.23;85.00;36.00;1011.90;1006.50;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;7.60;0.32;9.00;0.70
2013;03;15;00;00;-0.33;55.83;1015.99;0.00;0.00;23.04;0.00;0.00;23.04;638.17;4972.43;3.82;307.30;4.63;4.83;-4.90;93.00;23.00;1019.00;1011.80;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;6.11;0.94;6.00;1.60
2013;03;16;00;00;3.23;36.42;1013.98;0.00;0.00;39.10;33.42;38.71;4.17;360.30;4640.46;4.63;130.67;5.30;10.62;-4.10;63.00;22.00;1019.30;1008.60;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;6.91;2.80;8.20;2.70
2013;03;17;00;00;6.11;53.67;1003.47;0.20;0.28;100.00;48.71;100.00;100.00;0.00;1726.60;5.65;125.44;7.47;11.03;1.79;84.00;32.00;1010.00;997.90;100.00;100.00;100.00;0.00;100.00;100.00;100.00;100.00;10.83;1.20;14.40;0.70
2013;03;18;00;00;5.44;73.92;996.05;5.80;0.00;99.21;46.88;99.21;89.83;0.00;1592.21;2.60;164.25;4.35;7.60;3.30;85.00;58.00;1001.60;992.60;100.00;81.00;100.00;0.00;100.00;81.00;100.00;0.00;5.06;0.10;11.30;0.30
2013;03;19;00;00;6.37;60.29;1001.35;0.90;0.00;36.46;6.25;20.54;22.38;564.87;4715.22;6.41;245.20;11.70;10.71;2.72;85.00;32.00;1004.10;995.30;100.00;0.00;36.00;0.00;100.00;0.00;100.00;0.00;8.15;2.14;15.00;8.80
2013;03;20;00;00;6.58;61.50;1005.65;3.00;0.00;77.58;32.58;73.96;63.08;183.83;2200.08;4.37;206.81;7.13;9.64;4.19;81.00;42.00;1012.60;1002.50;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;7.06;1.60;11.60;1.00
2013;03;21;00;00;6.48;65.58;1016.60;1.00;0.00;62.50;14.62;42.21;39.33;206.81;3778.05;2.85;231.75;5.02;10.28;1.54;88.00;41.00;1019.00;1012.90;100.00;0.00;93.00;0.00;100.00;0.00;100.00;0.00;4.92;0.32;10.20;0.90
2013;03;22;00;00;8.76;56.17;1011.41;0.00;0.00;49.91;25.88;36.54;25.00;591.41;5096.14;3.00;115.41;4.60;14.85;0.59;86.00;34.00;1015.60;1006.50;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;5.15;0.50;12.30;1.00
2013;03;23;00;00;7.81;58.50;1008.10;0.50;0.00;88.32;39.71;67.42;50.50;117.70;3266.30;5.89;116.23;9.60;12.92;3.52;77.00;50.00;1009.90;1005.80;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;7.10;3.85;13.70;5.10
2013;03;24;00;00;6.19;55.00;1006.26;0.00;0.00;88.83;69.75;80.25;39.92;107.87;4210.59;3.63;105.49;6.75;11.73;1.76;69.00;37.00;1008.80;1003.00;100.00;26.00;100.00;17.00;100.00;0.00;100.00;0.00;6.36;1.24;13.50;1.80
2013;03;25;00;00;4.22;65.88;1006.73;1.20;0.35;100.00;47.33;86.50;100.00;0.00;2983.28;2.47;191.65;3.43;7.71;1.12;82.00;56.00;1008.10;1004.80;100.00;100.00;100.00;0.00;100.00;41.00;100.00;100.00;4.50;0.20;6.40;0.80
2013;03;26;00;00;1.45;73.83;1007.35;1.50;0.77;91.58;7.46;84.12;89.92;28.43;2369.18;3.91;96.63;5.25;3.80;-0.32;85.00;63.00;1009.30;1005.90;100.00;33.00;25.00;0.00;100.00;17.00;100.00;0.00;7.00;0.86;9.20;1.40
2013;03;27;00;00;3.25;58.12;1006.65;0.00;0.00;8.25;0.00;0.00;8.25;776.51;5623.02;3.67;134.60;5.97;10.05;-2.97;78.00;39.00;1009.20;1004.10;58.00;0.00;0.00;0.00;0.00;0.00;58.00;0.00;6.55;0.30;10.80;0.90
2013;03;28;00;00;5.35;69.04;1006.50;5.50;0.00;71.58;28.08;39.79;66.67;39.68;2441.27;3.71;142.04;5.48;10.52;0.89;82.00;52.00;1008.00;1004.60;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;5.90;2.05;12.10;1.20
2013;03;29;00;00;5.01;61.75;1008.27;1.20;0.00;65.67;35.04;64.12;35.46;142.11;4323.62;2.51;202.99;3.58;11.40;-1.12;87.00;25.00;1011.10;1004.80;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;6.00;0.64;11.10;0.80
2013;03;30;00;00;5.39;76.25;1003.02;5.10;0.00;100.00;49.67;82.08;100.00;0.00;2225.00;2.87;228.31;3.87;8.88;3.57;84.00;63.00;1005.50;1001.00;100.00;100.00;100.00;0.00;100.00;0.00;100.00;100.00;5.38;1.20;8.70;1.20
2013;03;31;00;00;3.90;67.96;1007.50;3.30;0.63;70.62;0.00;20.62;70.62;360.54;5084.57;5.35;226.68;6.31;6.95;0.64;93.00;40.00;1009.00;1004.90;100.00;4.00;0.00;0.00;100.00;0.00;100.00;4.00;8.18;2.80;9.20;2.80
2013;04;01;00;00;5.39;51.62;1005.02;0.00;0.00;13.83;0.00;0.00;13.83;832.40;5994.15;5.26;90.27;8.84;11.55;-0.37;81.00;27.00;1008.40;1001.60;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;7.60;2.00;13.90;1.20
2013;04;02;00;00;5.75;56.96;1004.47;0.00;0.00;12.39;13.25;10.67;1.75;692.56;5971.90;2.12;216.29;3.99;12.91;-1.37;83.00;40.00;1005.50;1003.30;35.00;0.90;28.00;0.00;35.00;0.00;14.00;0.00;3.81;0.32;13.30;0.50
2013;04;03;00;00;7.31;58.96;1008.24;0.00;0.00;38.83;7.29;8.04;33.33;360.82;5593.65;2.58;183.71;4.38;12.43;2.15;80.00;42.00;1010.50;1005.80;100.00;0.00;20.00;0.00;34.00;0.00;100.00;0.00;5.39;0.00;14.00;0.10
2013;04;04;00;00;8.36;53.67;1004.86;0.00;0.00;48.47;47.54;47.75;8.46;322.63;5451.25;3.48;148.15;7.20;14.91;0.13;77.00;38.00;1008.70;1000.60;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;4.78;2.06;13.30;3.30
2013;04;05;00;00;8.17;58.67;1003.44;0.00;0.00;93.38;66.29;84.38;69.25;72.87;5276.81;2.86;299.88;4.11;13.17;1.36;83.00;44.00;1006.60;1001.50;100.00;42.00;100.00;13.00;100.00;34.00;100.00;0.00;4.90;0.92;10.10;1.30
2013;04;06;00;00;7.97;57.96;1012.41;0.00;0.00;79.92;28.04;39.46;59.00;280.85;5968.34;3.67;245.25;4.25;12.21;1.92;76.00;44.00;1017.20;1007.10;100.00;9.00;100.00;0.00;100.00;0.00;100.00;0.00;6.61;1.41;9.40;1.40
2013;04;07;00;00;6.52;57.83;1017.20;0.00;0.00;45.81;9.62;10.71;45.38;551.48;6128.54;3.26;175.49;4.70;11.87;-0.86;92.00;34.00;1022.00;1013.10;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;5.60;0.51;10.50;0.90
2013;04;08;00;00;6.39;63.50;1007.32;2.60;0.00;89.51;47.79;89.33;41.67;8.63;3019.77;3.11;160.97;6.02;9.96;1.34;87.00;42.00;1012.90;1004.00;100.00;4.20;100.00;0.00;100.00;0.00;100.00;0.00;5.55;0.81;10.90;0.90
2013;04;09;00;00;7.94;66.58;1004.90;2.90;0.00;71.96;1.83;70.12;48.58;70.54;2518.70;5.24;209.16;9.72;12.32;3.53;83.00;48.00;1007.10;1003.20;100.00;0.00;17.00;0.00;100.00;0.00;100.00;0.00;9.35;2.05;19.00;2.00
2013;04;10;00;00;11.05;54.38;1009.77;1.50;0.00;57.25;17.21;48.46;54.50;470.24;5866.88;6.85;243.80;12.20;15.08;6.55;70.00;40.00;1011.70;1005.70;100.00;0.00;99.00;0.00;100.00;0.00;100.00;0.00;9.64;0.92;18.90;2.30
2013;04;11;00;00;13.83;67.29;1005.83;26.00;0.00;98.62;50.88;98.25;91.92;17.23;2455.51;4.60;217.12;10.51;19.30;10.61;82.00;49.00;1009.70;1002.40;100.00;67.00;100.00;0.00;100.00;67.00;100.00;2.00;6.65;0.82;13.70;0.40
2013;04;12;00;00;11.43;61.50;1008.97;8.30;0.00;60.21;5.38;49.42;51.54;342.95;3774.49;6.17;250.03;12.31;14.41;7.36;78.00;43.00;1014.90;1003.20;100.00;0.00;69.00;0.00;100.00;0.00;100.00;0.00;9.52;3.98;15.40;8.60
2013;04;13;00;00;12.16;58.62;1020.36;0.00;0.00;18.65;2.67;10.62;15.75;685.67;6112.52;3.97;251.41;7.71;17.22;6.79;82.00;37.00;1024.20;1015.40;100.00;0.00;18.00;0.00;100.00;0.00;100.00;0.00;5.73;1.51;13.40;1.00
2013;04;14;00;00;15.89;53.83;1023.68;0.00;0.00;1.53;5.08;0.00;0.00;743.72;6414.23;3.29;120.98;3.17;23.70;8.19;71.00;36.00;1026.00;1021.20;6.60;0.00;22.00;0.00;0.00;0.00;0.00;0.00;4.79;1.70;5.60;1.30
2013;04;15;00;00;18.04;52.54;1021.52;0.00;0.00;12.93;10.83;12.88;2.08;703.75;6492.55;1.95;196.29;2.17;24.13;11.23;70.00;31.00;1023.70;1019.70;100.00;0.00;100.00;0.00;100.00;0.00;36.00;0.00;3.98;0.71;5.30;0.80
2013;04;16;00;00;18.47;59.00;1021.45;2.40;0.00;58.91;34.88;40.71;34.79;320.67;4910.13;2.34;228.88;3.23;21.71;15.42;71.00;44.00;1023.40;1019.90;100.00;3.30;100.00;0.00;100.00;0.00;100.00;0.00;4.50;0.42;5.40;0.40
2013;04;17;00;00;19.35;59.92;1021.93;0.00;0.00;16.35;20.17;0.79;11.38;722.20;6501.45;2.01;127.41;2.29;25.43;13.97;91.00;35.00;1024.90;1018.40;100.00;0.90;35.00;3.00;12.00;0.00;100.00;0.00;3.09;0.45;3.80;0.40
2013;04;18;00;00;17.57;57.96;1020.00;1.20;0.00;42.68;10.50;8.33;41.38;473.90;5731.60;4.14;231.81;5.47;21.45;13.43;78.00;48.00;1021.90;1018.40;100.00;0.00;23.00;0.00;100.00;0.00;100.00;0.00;7.45;1.06;10.60;0.80
2013;04;19;00;00;12.12;61.12;1023.26;3.10;0.00;100.00;71.46;83.17;100.00;0.00;2547.18;3.08;249.26;4.36;15.09;9.34;82.00;34.00;1025.70;1021.50;100.00;100.00;100.00;2.00;100.00;0.00;100.00;100.00;6.25;1.50;9.00;0.90
2013;04;20;00;00;9.34;66.42;1020.80;4.80;0.00;100.00;34.83;81.00;100.00;0.00;2861.35;5.32;62.17;9.58;13.65;6.00;89.00;52.00;1025.70;1016.90;100.00;100.00;100.00;0.00;100.00;0.00;100.00;100.00;9.27;0.64;14.30;2.70
2013;04;21;00;00;9.66;76.17;1017.87;0.00;0.00;100.00;30.46;9.25;100.00;0.00;2697.59;2.39;280.40;3.18;13.34;6.05;92.00;62.00;1019.70;1016.30;100.00;100.00;100.00;0.00;91.00;0.00;100.00;100.00;3.67;0.95;7.50;1.30
2013;04;22;00;00;11.96;67.29;1017.21;0.00;0.00;80.44;2.33;0.00;80.38;136.59;5687.10;2.37;273.41;2.59;15.69;7.92;89.00;49.00;1019.00;1016.10;100.00;0.60;19.00;0.00;0.00;0.00;100.00;0.00;4.30;0.51;4.00;0.70
2013;04;23;00;00;13.77;59.62;1021.68;0.00;0.00;46.04;6.54;0.88;45.25;606.70;6140.11;0.79;279.89;1.14;18.49;8.33;86.00;41.00;1023.90;1019.30;100.00;0.00;24.00;0.00;9.00;0.00;100.00;0.00;2.08;0.10;2.30;0.20
2013;04;24;00;00;16.15;57.71;1025.64;0.00;0.00;3.81;5.38;1.54;1.25;887.54;6894.83;1.29;197.00;1.65;22.22;9.96;81.00;37.00;1027.10;1024.30;30.00;0.00;33.00;0.00;30.00;0.00;10.00;0.00;2.14;0.71;2.50;0.60
2013;04;25;00;00;18.68;54.25;1023.16;0.00;0.00;4.17;0.00;0.00;4.17;912.07;6986.50;1.97;113.94;1.94;25.12;11.19;83.00;31.00;1026.10;1019.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;3.35;1.08;3.20;0.80
2013;04;26;00;00;18.47;59.12;1012.29;7.00;0.00;96.71;37.67;77.17;81.96;21.70;4567.48;2.60;183.29;3.34;24.09;14.53;81.00;41.00;1018.40;1004.90;100.00;60.00;100.00;0.00;100.00;0.00;100.00;0.00;6.48;0.32;9.70;0.70
2013;04;27;00;00;9.72;79.92;1005.17;5.70;0.00;100.00;40.25;92.04;100.00;0.00;3201.33;5.83;306.86;9.53;16.26;6.48;88.00;67.00;1007.60;1003.10;100.00;100.00;100.00;0.00;100.00;23.00;100.00;100.00;7.64;1.92;14.20;6.70
2013;04;28;00;00;9.59;70.79;1013.09;0.80;0.00;94.38;30.04;60.67;60.25;74.68;5355.13;2.86;303.31;3.40;14.42;5.09;88.00;54.00;1016.20;1008.10;100.00;15.00;100.00;0.00;100.00;0.00;100.00;0.00;4.43;0.51;7.20;0.60
2013;04;29;00;00;10.73;78.04;1017.76;4.70;0.00;100.00;56.00;67.17;95.83;0.00;3150.60;2.45;307.00;2.81;12.68;8.41;91.00;61.00;1019.10;1015.70;100.00;100.00;100.00;0.00;100.00;0.00;100.00;0.00;3.52;0.85;5.10;0.90
2013;04;30;00;00;12.33;81.75;1016.78;0.00;0.00;99.17;37.17;65.38;95.04;6.08;4896.78;3.59;323.48;4.39;17.22;7.80;95.00;67.00;1018.00;1015.60;100.00;80.00;100.00;0.00;100.00;0.00;100.00;1.00;7.52;0.82;8.50;0.90
2013;05;01;00;00;14.25;76.25;1016.99;0.40;0.00;61.20;9.67;16.38;52.83;414.37;6069.80;2.95;284.40;4.27;21.17;8.96;94.00;55.00;1018.90;1013.60;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;6.80;0.63;9.60;0.70
2013;05;02;00;00;15.61;71.62;1017.00;1.10;0.00;61.12;26.21;21.38;59.42;311.49;5008.03;1.62;204.68;2.11;20.76;10.03;96.00;50.00;1018.60;1015.20;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;2.91;0.22;4.40;0.50
2013;05;03;00;00;13.59;81.83;1014.06;15.20;0.00;100.00;68.08;91.58;89.62;0.00;2081.71;2.78;299.71;4.25;15.68;11.06;95.00;72.00;1016.50;1012.30;100.00;100.00;100.00;0.00;100.00;3.00;100.00;3.00;4.95;0.20;9.00;0.40
2013;05;04;00;00;13.59;73.29;1018.58;9.30;0.00;88.96;25.46;68.88;86.08;84.26;5168.23;3.18;261.75;4.39;16.90;9.22;89.00;61.00;1022.30;1015.60;100.00;3.00;100.00;0.00;100.00;0.00;100.00;3.00;5.14;1.17;8.60;1.30
2013;05;05;00;00;15.54;68.79;1020.67;0.00;0.00;34.02;5.50;3.71;30.96;529.51;6123.20;1.61;171.36;2.81;22.62;9.48;96.00;33.00;1023.20;1017.80;100.00;0.00;24.00;0.00;27.00;0.00;100.00;0.00;3.60;0.20;6.10;0.50
2013;05;06;00;00;15.81;68.08;1017.14;0.70;0.00;65.35;21.50;61.92;35.38;155.74;6322.56;2.42;286.76;3.17;20.79;10.58;90.00;47.00;1019.90;1015.30;100.00;4.20;100.00;0.00;100.00;0.00;100.00;0.00;4.57;0.41;8.90;1.20
2013;05;07;00;00;16.66;61.38;1015.53;0.10;0.00;41.35;10.38;16.17;25.62;701.69;7174.29;2.81;254.68;4.30;21.07;10.63;88.00;36.00;1016.70;1013.90;100.00;0.00;89.00;0.00;100.00;0.00;100.00;0.00;4.01;0.89;7.70;0.50
2013;05;08;00;00;17.24;65.12;1014.36;0.00;0.00;49.25;2.46;45.88;24.79;355.75;6581.55;1.47;208.39;2.56;22.44;8.30;98.00;50.00;1016.80;1012.50;100.00;0.00;31.00;0.00;100.00;0.00;100.00;0.00;2.02;0.81;4.10;0.90
2013;05;09;00;00;17.66;76.58;1015.52;1.00;0.00;87.94;67.00;74.42;69.79;165.64;4078.87;1.63;253.71;3.28;19.73;15.44;95.00;63.00;1016.60;1014.80;100.00;10.00;100.00;0.00;100.00;0.00;100.00;10.00;3.61;0.57;5.90;0.90
2013;05;10;00;00;14.28;79.50;1017.38;4.50;0.00;100.00;12.83;58.33;100.00;0.00;3999.66;2.63;276.59;3.54;15.61;13.15;99.00;59.00;1019.70;1015.60;100.00;100.00;100.00;0.00;100.00;0.00;100.00;100.00;4.72;0.91;6.20;1.00
2013;05;11;00;00;11.96;81.25;1018.40;2.60;0.00;85.08;0.00;0.00;85.08;186.97;2999.30;2.67;262.39;3.97;14.06;8.70;93.00;71.00;1019.90;1016.80;100.00;10.00;0.00;0.00;0.00;0.00;100.00;10.00;5.62;0.76;7.60;1.40
2013;05;12;00;00;10.00;81.21;1019.65;5.40;0.00;71.29;5.88;47.88;63.79;350.35;4042.38;4.53;255.25;6.88;12.43;5.66;93.00;60.00;1023.30;1017.50;100.00;9.00;59.00;0.00;100.00;0.00;100.00;0.00;7.10;2.33;9.50;4.60
2013;05;13;00;00;11.23;75.21;1020.50;0.00;0.00;97.62;0.12;49.54;91.67;0.00;4077.98;3.74;247.48;6.58;15.76;4.02;88.00;66.00;1023.50;1017.60;100.00;43.00;2.00;0.00;100.00;0.00;100.00;0.00;6.02;1.78;9.00;4.10
2013;05;14;00;00;14.39;67.96;1012.18;0.00;0.00;38.07;6.54;8.46;32.29;653.90;5036.51;1.97;220.79;3.80;19.19;8.32;93.00;53.00;1017.70;1005.20;100.00;0.00;24.00;0.00;100.00;0.00;100.00;0.00;3.13;0.64;6.90;1.00
2013;05;15;00;00;14.85;70.67;1002.33;3.50;0.00;84.62;17.50;63.46;72.75;36.38;4317.39;2.69;208.91;3.09;19.57;11.16;86.00;52.00;1005.20;1000.80;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;5.55;0.00;5.70;0.40
2013;05;16;00;00;11.69;81.83;997.71;1.20;0.00;99.33;68.62;77.92;97.21;0.00;1894.81;3.49;277.13;5.28;14.47;9.85;92.00;73.00;1001.20;995.00;100.00;84.00;100.00;0.00;100.00;0.00;100.00;33.00;7.00;0.20;10.60;0.40
2013;05;17;00;00;10.97;74.12;1001.42;11.70;0.00;84.00;40.08;49.67;79.79;62.42;3978.30;3.10;273.13;5.15;15.30;8.13;91.00;54.00;1006.30;999.10;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;4.42;1.52;8.50;2.10
2013;05;18;00;00;14.99;58.46;1006.60;0.00;0.00;31.25;0.33;24.96;13.04;592.89;7686.93;4.10;143.94;6.03;22.05;8.55;95.00;27.00;1008.70;1003.00;100.00;0.00;5.00;0.00;100.00;0.00;100.00;0.00;8.34;0.98;13.50;1.10
2013;05;19;00;00;12.81;63.46;1009.35;1.50;0.00;81.46;0.08;51.33;65.54;88.73;4477.59;3.43;255.89;6.66;17.69;8.75;83.00;39.00;1012.70;1007.10;100.00;0.00;2.00;0.00;100.00;0.00;100.00;0.00;6.30;1.03;12.30;1.90
2013;05;20;00;00;12.06;59.17;1013.53;2.30;0.00;61.25;1.12;43.00;58.42;260.46;4173.21;4.53;245.16;8.96;15.92;7.83;75.00;44.00;1014.60;1012.30;100.00;0.00;10.00;0.00;100.00;0.00;100.00;0.00;6.60;2.14;11.70;2.90
2013;05;21;00;00;11.81;68.92;1012.68;10.00;0.00;99.88;1.62;81.75;99.88;0.00;3408.70;2.21;223.16;5.66;14.51;9.53;82.00;55.00;1014.60;1010.60;100.00;97.00;31.00;0.00;100.00;0.00;100.00;97.00;3.58;0.92;10.50;2.10
2013;05;22;00;00;11.34;78.21;1012.59;8.70;0.00;100.00;10.04;83.54;98.33;0.00;2613.04;4.04;279.79;6.26;12.88;9.64;89.00;68.00;1014.70;1009.80;100.00;100.00;51.00;0.00;100.00;0.00;100.00;60.00;5.40;1.14;9.60;3.40
2013;05;23;00;00;9.88;66.21;1010.96;2.20;0.00;87.08;1.75;49.29;59.17;178.72;5189.59;4.07;287.38;6.15;14.33;6.54;92.00;46.00;1015.50;1006.80;100.00;21.00;23.00;0.00;100.00;0.00;100.00;0.00;9.71;0.51;12.00;0.40
2013;05;24;00;00;7.76;58.21;1011.72;0.20;0.00;57.38;4.83;46.08;18.42;467.56;3958.72;2.24;272.78;3.44;10.81;4.07;78.00;45.00;1012.80;1011.10;100.00;10.00;35.00;0.00;100.00;0.00;82.00;0.00;3.98;0.10;6.80;0.70
2013;05;25;00;00;9.66;54.00;1011.95;0.80;0.00;56.12;0.50;53.00;46.25;485.05;4970.65;3.21;226.69;4.74;12.68;5.29;71.00;42.00;1016.10;1010.50;100.00;4.00;5.00;0.00;100.00;4.00;100.00;0.00;5.94;1.21;7.60;1.00
2013;05;26;00;00;9.76;62.00;1015.88;0.60;0.00;78.96;12.33;39.12;77.50;69.60;5210.06;6.21;262.99;9.51;13.02;5.66;81.00;48.00;1017.20;1014.40;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;9.00;2.89;11.70;5.40
2013;05;27;00;00;13.57;52.67;1012.12;0.00;0.00;43.24;32.08;34.75;23.25;654.94;7367.42;2.36;272.28;3.96;18.74;5.47;71.00;33.00;1015.90;1008.00;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;5.02;0.51;10.90;0.30
2013;05;28;00;00;14.77;57.08;1004.55;4.10;0.00;63.41;14.58;60.67;37.54;204.08;5696.89;2.88;188.34;3.70;21.44;9.89;75.00;39.00;1008.60;1001.50;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;7.16;0.71;13.20;0.60
2013;05;29;00;00;10.82;61.58;1004.79;10.90;0.00;74.33;11.50;73.12;72.58;204.65;4466.91;4.31;261.85;7.35;13.53;7.90;78.00;48.00;1007.10;1004.00;100.00;0.00;89.00;0.00;100.00;0.00;100.00;0.00;5.78;2.21;11.90;4.10
2013;05;30;00;00;12.00;56.04;1007.50;0.10;0.00;63.46;24.38;37.62;30.96;348.79;6447.16;2.68;264.65;3.85;15.58;7.19;82.00;42.00;1009.00;1006.70;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;3.86;0.10;7.10;2.40
2013;05;31;00;00;11.63;80.83;1006.54;21.40;0.00;100.00;67.58;100.00;100.00;0.00;1289.61;5.93;279.29;10.69;15.34;9.50;93.00;63.00;1009.40;1003.70;100.00;100.00;100.00;0.00;100.00;100.00;100.00;100.00;9.58;2.41;15.10;3.00
2013;06;01;00;00;13.91;80.75;1011.62;9.80;0.00;95.21;15.17;49.96;95.21;42.05;2951.24;5.81;289.14;9.17;16.74;10.72;91.00;70.00;1016.00;1006.50;100.00;56.00;100.00;0.00;100.00;0.00;100.00;56.00;7.94;3.85;14.20;6.30
2013;06;02;00;00;14.70;61.38;1019.44;0.00;0.00;42.91;9.38;0.00;42.08;663.47;8008.22;5.23;241.63;8.18;18.58;10.55;95.00;37.00;1022.40;1016.60;100.00;0.00;27.00;0.00;0.00;0.00;100.00;0.00;6.93;2.42;10.70;6.40
2013;06;03;00;00;13.01;61.42;1021.86;0.00;0.00;65.50;39.79;53.42;44.58;189.57;5371.15;3.48;156.66;4.61;17.54;7.16;86.00;44.00;1023.70;1019.90;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;7.18;0.41;10.70;0.80
2013;06;04;00;00;15.20;57.92;1018.16;0.00;0.00;54.43;7.33;9.38;51.33;431.36;5845.52;2.02;118.87;4.01;22.11;7.13;81.00;44.00;1022.10;1014.90;100.00;0.00;58.00;0.00;82.00;0.00;100.00;0.00;3.71;0.58;9.60;0.40
2013;06;05;00;00;18.00;62.71;1015.94;0.00;0.00;7.55;5.75;0.00;7.33;819.89;8000.21;1.00;156.45;1.86;24.10;9.88;95.00;43.00;1017.30;1014.40;95.00;0.00;24.00;0.00;0.00;0.00;95.00;0.00;2.11;0.10;3.40;0.50
2013;06;06;00;00;20.43;53.62;1016.64;0.00;0.00;4.09;3.92;0.00;2.92;852.01;8107.90;2.14;84.42;3.46;25.49;14.02;77.00;35.00;1017.80;1015.70;10.00;0.00;19.00;0.00;0.00;0.00;10.00;0.00;4.13;0.67;8.00;0.90
2013;06;07;00;00;20.52;53.58;1017.40;0.00;0.00;3.75;0.00;0.00;3.75;846.71;7986.86;1.58;83.58;1.96;25.64;12.78;88.00;37.00;1019.10;1016.30;10.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;2.20;0.10;4.30;0.60
2013;06;08;00;00;21.51;54.67;1013.41;0.00;0.00;30.68;30.96;28.25;9.58;598.08;7815.98;1.92;161.71;2.51;27.06;15.13;80.00;33.00;1017.10;1009.40;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;5.70;0.61;10.20;0.10
2013;06;09;00;00;18.18;61.92;1009.34;2.80;0.00;84.67;48.04;66.83;58.38;188.94;5045.41;2.79;256.57;5.61;22.41;14.43;80.00;40.00;1011.40;1007.30;100.00;0.00;100.00;0.00;100.00;0.00;100.00;0.00;5.22;0.10;10.80;1.70
2013;06;10;00;00;16.50;64.04;1011.43;4.00;0.00;72.67;26.46;27.71;53.29;285.54;6078.70;4.22;256.29;6.23;20.00;13.00;77.00;55.00;1015.20;1008.30;100.00;2.00;100.00;0.00;100.00;0.00;100.00;0.00;5.76;1.80;7.90;2.50
2013;06;11;00;00;17.40;66.58;1016.95;0.70;0.00;61.60;10.46;7.38;58.54;432.78;6557.52;1.76;214.93;2.37;21.40;12.99;88.00;46.00;1018.70;1015.30;100.00;10.00;84.00;0.00;95.00;0.00;100.00;0.00;3.60;0.51;6.60;0.50
